features_id,bedrooms,squareFootage,features,bathrooms,lotSize
383,2.0,1200.0,"{'architectureType': 'Other', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached Garage', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1}",2.0,4402.0
384,4.0,2464.0,"{'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle'}",2.0,9527.0
385,3.0,1684.0,"{'architectureType': 'Colonial', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1}",2.0,22216.0
386,3.0,1801.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'roomCount': 8, 'unitCount': 1}",2.0,5818.0
387,3.0,1778.0,"{'architectureType': 'Mobile Home', 'exteriorType': 'OTHER', 'floorCount': 1, 'heating': True, 'heatingType': 'Hot Water', 'roofType': 'Asphalt'}",1.5,26572.0
388,0.0,1615.0,"{'exteriorType': 'Stucco', 'floorCount': 1, 'foundationType': 'OTHER', 'garage': True, 'garageType': 'Mixed', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Composition Shingle', 'unitCount': 1}",0.0,47045.0
389,3.0,1843.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 6, 'pool': True, 'poolType': 'Community Pool'}",2.0,1742.0
390,0.0,1449.0,"{'exteriorType': 'Wood', 'floorCount': 2, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'unitCount': 1}",0.0,12502.0
391,3.0,1836.0,unknown,2.5,0.0
392,4.0,1912.0,{},3.0,7078.0
393,2.0,795.0,"{'cooling': True, 'coolingType': 'Central', 'floorCount': 1, 'foundationType': 'Slab', 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Wood Shake / Shingle', 'roomCount': 4, 'unitCount': 1}",1.0,2014.0
394,0.0,0.0,unknown,0.0,958320.0
395,3.0,858.0,"{'architectureType': 'Traditional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'foundationType': 'Block', 'garage': True, 'garageType': 'Mixed', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 5}",1.0,10872.0
396,2.0,1068.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Other', 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 5, 'unitCount': 1}",1.0,1067.0
397,5.0,3712.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 2, 'foundationType': 'Raised', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 7, 'unitCount': 1}",4.0,10498.0
398,4.0,1738.0,"{'architectureType': 'Bungalow', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick / Stone', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached', 'roofType': 'Shingle', 'unitCount': 1}",2.5,3625.0
399,3.0,0.0,unknown,2.0,0.0
400,2.0,1500.0,{},1.0,8712.0
401,3.0,1470.0,unknown,2.5,0.0
402,4.0,4210.0,"{'architectureType': 'Colonial', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick / Stone', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 9, 'unitCount': 1}",2.5,79200.0
403,3.0,2184.0,"{'architectureType': 'Colonial', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Raised', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Electric', 'roomCount': 5, 'unitCount': 1}",2.5,6987.0
404,4.0,1454.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Other', 'floorCount': 2, 'heating': True, 'heatingType': 'Oil', 'unitCount': 1}",2.0,5306.0
405,4.0,2491.0,"{'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}",2.0,9056.0
406,3.0,1030.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'heating': True, 'roomCount': 5, 'unitCount': 1, 'garage': True, 'garageType': 'Garage'}",2.0,11251.0
407,0.0,1330.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Block', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 6, 'unitCount': 1}",2.0,7048.0
